id,gender,age,lengthofservice,entrymethod,2019 status,eNPS,vision,stability,missioncohe,customer,workload,evaluation,salary,growth,boss,colleagues,pa,home.store,jobmeaning,wellfare,clean,culture,influence,reputation,workingtime,promotesalary,autonomy,training,facilities,uniform
1100302,2,34,3,Old,Stay,0,4,2,4,4,3,4,4,4,6,6,6,4,3,4,2,3,4,4,3,4,3,4,4,4
1100304,2,26,3,Old,Leave,2,4,3,4,5,3,4,2,3,4,5,5,4,4,3,4,4,4,5,3,3,3,3,4,4
1100306,1,29,3,Old,Stay,3,6,4,4,4,3,4,1,5,2,4,4,4,4,3,3,3,4,6,2,1,3,4,1,4
1100307,1,35,3,Old,Stay,3,4,3,4,6,4,4,3,5,4,4,4,4,6,2,4,3,3,5,4,4,5,2,2,4
1100312,2,42,3,Old,Stay,5,4,2,3,4,3,3,2,5,5,6,4,4,5,2,4,2,4,6,5,1,3,5,4,3
1100313,2,38,3,Old,Stay,6,3,4,4,5,2,4,3,6,6,5,6,2,6,2,4,3,6,6,1,2,6,2,1,4
1100314,2,31,3,Old,Stay,5,5,2,3,5,3,4,2,4,3,5,4,4,5,2,3,3,5,6,2,2,4,4,5,4
1100315,2,44,3,Old,Stay,3,4,4,4,4,4,3,3,4,5,5,4,4,5,3,4,4,4,4,3,2,4,4,4,4
1100316,1,41,3,Old,Stay,7,6,6,4,3,4,5,4,6,7,6,6,4,4,4,3,5,5,5,4,4,4,4,4,4
1100317,1,40,3,Old,Leave,3,4,2,2,3,4,3,1,4,4,4,4,4,4,2,4,2,4,4,2,1,4,4,1,4
1100318,2,47,3,Old,Stay,4,4,4,4,5,2,3,3,4,4,5,4,3,4,2,4,4,2,5,3,4,2,3,2,4
1100319,1,33,3,Old,Stay,7,6,6,4,7,2,4,4,2,4,6,6,6,6,2,4,6,4,6,2,4,6,2,2,4
1100320,2,32,3,Old,Leave,1,4,3,1,1,4,4,4,4,1,2,4,1,4,2,4,4,2,4,4,4,4,2,2,4
1100321,2,23,3,Old,Stay,6,5,2,5,4,3,5,2,5,7,7,7,4,5,3,4,3,4,4,3,3,4,4,3,4
1100326,2,34,3,Old,Stay,3,6,2,5,6,2,2,2,6,6,7,6,1,3,2,4,3,4,6,2,2,2,5,4,4
1100328,2,39,3,Old,Leave,6,4,5,5,7,4,5,6,6,6,6,7,6,6,6,6,4,4,4,6,4,4,4,4,4
1100330,1,33,3,Old,Stay,0,4,4,4,4,1,2,1,4,3,3,1,4,4,4,1,1,4,4,1,1,2,4,4,4
1100331,1,34,3,Old,Leave,7,7,7,7,4,3,6,5,7,6,6,6,4,7,7,4,6,7,7,5,6,3,3,4,4
1100332,2,32,3,Old,Leave,2,4,2,5,4,2,4,1,4,5,5,5,4,4,1,4,4,4,5,2,2,4,4,3,4
1100333,2,36,3,Old,Stay,1,4,1,6,6,1,1,1,1,1,6,6,6,2,2,2,2,4,7,2,1,2,1,1,4
1100336,2,31,3,Old,Stay,5,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4
1100337,2,30,3,Old,Stay,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1100345,1,29,2,Old,Stay,4,4,4,4,4,2,3,2,4,3,3,4,3,4,4,4,4,4,4,1,3,3,4,3,3
1100350,2,30,2,Old,Leave,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,1,3,4,4,4
1100351,2,34,2,Old,Stay,0,4,1,4,4,2,1,2,2,1,2,4,1,1,1,4,2,4,4,1,1,4,2,3,4
1100352,2,30,2,Old,Stay,2,5,3,4,4,2,4,2,4,4,5,5,4,5,2,4,3,4,5,2,3,5,4,4,4
1100354,2,25,2,Old,Stay,3,6,3,4,6,1,2,1,4,5,3,5,2,5,1,2,5,5,7,1,3,6,5,4,4
1100356,2,27,2,Old,Leave,3,4,3,4,4,2,2,2,4,4,4,4,2,4,2,4,3,4,5,1,2,4,2,2,5
1100357,2,33,2,Old,Leave,4,5,5,3,7,1,4,4,5,3,7,6,4,6,6,4,4,4,5,1,3,1,4,4,4
1100358,2,26,2,Old,Stay,3,4,2,4,4,2,4,2,6,4,4,4,4,4,2,4,4,5,4,2,2,4,4,4,4
1100359,2,26,2,Old,Leave,8,6,5,5,5,4,4,4,5,5,5,5,4,5,5,5,6,4,6,3,4,4,4,4,4
1100360,2,27,2,Old,Stay,2,4,5,2,3,6,2,1,5,2,4,4,2,5,4,4,2,4,4,4,1,5,4,4,4
1100362,2,28,2,Old,Stay,0,4,1,1,4,1,1,1,1,1,4,4,4,1,1,2,1,4,1,1,1,4,1,1,4
1100363,2,33,2,Old,Stay,3,5,3,3,4,4,3,2,2,3,4,4,3,2,3,4,3,4,4,4,2,4,4,4,4
1100364,2,36,2,Old,Stay,5,6,2,4,6,2,4,1,4,6,6,6,6,5,1,2,4,4,6,2,4,5,2,4,2
1100365,2,31,2,Old,Stay,1,4,2,4,4,2,4,1,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,4,4
1100367,2,30,2,Old,Stay,3,6,6,6,6,2,6,2,6,6,6,6,4,6,3,2,4,4,6,2,5,5,3,4,4
1100369,2,33,2,Old,Stay,5,5,3,4,4,3,4,3,4,5,4,4,2,4,4,4,4,4,4,3,3,3,4,4,4
1100371,1,40,2,Old,Stay,6,5,4,4,5,4,4,2,3,3,4,5,3,5,3,5,5,4,5,4,4,4,4,2,4
1100373,1,28,2,Old,Stay,3,4,4,4,3,3,4,4,3,3,3,4,3,3,4,4,3,4,4,2,4,4,4,3,4
1100374,2,28,2,Old,Stay,0,4,2,4,4,3,4,2,4,4,4,4,4,4,1,4,3,4,4,1,1,3,4,4,4
1100376,2,28,2,Old,Stay,6,4,5,4,4,3,6,6,5,5,4,5,4,5,4,4,4,4,5,3,5,4,4,4,4
1100378,2,33,2,Old,Leave,2,5,2,2,5,1,1,1,2,2,6,5,2,1,1,2,3,4,4,2,2,4,5,4,4
1100379,1,33,2,Old,Stay,3,4,3,4,4,2,4,2,4,4,5,3,2,4,1,2,2,4,4,2,4,4,4,3,2
1100380,2,34,2,Old,Stay,6,6,3,5,6,3,4,3,6,6,6,6,4,6,3,3,5,6,6,2,5,4,5,2,4
1100383,1,44,2,Old,Stay,4,4,4,5,5,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4
1100384,2,42,2,Old,Stay,3,4,4,2,4,1,2,2,4,1,4,4,6,4,2,4,6,4,6,1,2,4,6,1,4
1100389,2,30,2,Old,Stay,3,4,2,4,4,1,3,4,4,4,5,4,4,6,3,3,4,4,5,2,3,4,5,4,4
1100391,2,28,2,Old,Stay,0,1,1,2,6,2,2,1,2,3,4,4,1,1,2,4,2,4,4,3,2,2,4,2,4
1100392,2,31,2,Old,Stay,0,2,1,2,4,1,1,1,3,1,4,4,3,2,2,3,1,4,4,1,1,2,2,2,4
1100393,2,44,2,Old,Stay,1,5,1,3,4,4,4,1,2,4,5,5,4,4,1,4,4,4,4,3,1,4,4,4,4
1100394,2,28,2,Old,Leave,1,5,3,3,5,2,4,1,2,4,4,4,2,5,1,3,3,4,4,1,1,2,2,4,4
1100395,1,46,2,Old,Stay,6,5,4,4,5,4,4,4,5,5,5,4,3,6,4,4,4,4,4,4,5,4,4,4,4
1100396,1,32,2,Old,Stay,5,4,3,3,6,3,2,3,3,4,5,6,2,2,4,3,2,2,4,2,2,2,2,2,4
1100398,1,36,2,Old,Stay,3,4,4,4,4,3,3,3,4,3,5,6,4,3,2,2,2,3,4,2,2,2,3,3,4
1100402,2,26,2,New,Stay,4,5,3,4,5,4,4,3,4,4,4,5,4,5,2,3,4,4,6,3,4,3,5,4,3
1100404,2,25,2,New,Stay,4,6,4,5,4,2,3,2,3,4,4,4,3,4,2,4,3,4,5,1,1,4,4,4,5
1100406,2,25,2,New,Stay,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1100408,2,24,2,New,Stay,5,7,6,5,4,3,4,3,4,5,6,6,4,4,3,4,5,4,5,4,4,4,4,4,4
1100409,1,25,2,New,Leave,5,6,4,4,4,3,4,3,5,3,6,5,4,6,4,3,4,5,6,2,3,6,4,3,4
1100412,2,24,2,New,Leave,2,4,2,4,4,3,4,4,4,5,5,6,3,4,2,4,4,4,4,2,3,4,4,4,4
1100413,1,24,2,New,Stay,3,5,5,6,4,2,6,3,4,6,5,5,4,4,3,3,4,4,5,3,3,3,4,3,5
1100414,1,25,2,New,Stay,8,7,6,5,6,4,4,4,5,6,5,5,4,6,5,6,6,6,6,5,4,5,4,4,4
1100415,2,25,2,New,Leave,9,6,7,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,5
1100417,2,24,2,New,Leave,8,6,3,4,6,4,4,2,7,4,4,4,4,6,4,5,5,4,6,3,2,6,4,4,4
1100418,1,24,2,New,Leave,4,4,4,4,4,3,4,3,4,5,5,5,4,4,4,4,4,4,4,3,3,3,4,4,4
1100419,1,25,2,New,Leave,1,3,2,3,4,1,2,1,2,2,4,4,2,3,1,3,2,5,5,1,1,2,3,2,4
1100420,2,24,2,New,Leave,4,4,2,4,5,3,4,2,5,6,6,6,3,5,2,4,4,4,4,2,2,4,4,4,4
1100421,1,24,2,New,Stay,0,4,2,4,4,1,4,4,2,3,4,4,2,4,3,4,3,4,4,1,4,2,4,4,4
1100422,2,22,2,New,Stay,5,5,5,4,4,4,3,3,5,4,5,5,4,5,3,5,5,6,6,3,2,3,5,4,4
1100426,1,22,2,New,Stay,7,5,3,4,4,2,5,2,6,6,6,5,5,5,2,3,5,4,5,2,2,2,5,2,4
1100427,2,22,2,New,Stay,3,6,3,4,5,2,4,3,4,4,5,4,4,5,3,3,4,4,5,1,3,3,4,4,4
1100428,2,22,2,New,Leave,3,4,2,4,4,3,4,3,5,5,5,5,4,5,3,4,5,4,5,2,2,3,5,4,4
1100429,2,22,2,New,Stay,5,5,3,4,4,4,4,3,4,5,5,5,5,5,5,4,3,5,5,5,3,4,4,4,4
1100434,2,33,2,Old,Stay,3,5,2,3,4,2,4,3,3,4,5,4,3,3,1,2,3,4,5,2,4,5,4,2,5
1100435,2,34,2,Old,Stay,0,1,1,4,6,1,1,1,4,4,4,4,1,4,1,4,1,4,4,1,1,4,1,1,4
1100437,2,38,2,Old,Stay,6,6,6,5,4,3,5,2,5,4,4,4,4,5,2,4,4,4,4,3,4,4,3,4,4
1100439,2,35,2,Old,Leave,2,4,4,4,4,1,1,1,3,4,4,4,4,2,2,6,3,4,6,3,1,2,4,4,4
1100440,2,31,2,Old,Stay,3,4,3,4,5,4,4,3,4,6,6,6,4,6,1,6,4,4,4,3,1,3,2,4,4
1100442,1,53,2,Old,Stay,4,4,4,4,4,4,4,4,3,6,6,5,4,5,3,4,4,3,4,3,3,3,4,3,4
1100444,2,27,1,Old,Stay,1,1,1,4,4,1,4,2,1,2,4,4,1,2,1,4,2,4,4,4,2,2,3,4,4
1100445,1,42,1,Old,Stay,5,7,3,4,5,2,5,2,6,6,6,6,3,6,3,4,5,3,6,2,2,3,6,6,3
1100446,2,36,1,Old,Stay,3,4,2,4,4,4,4,3,3,4,4,4,3,5,3,4,4,4,4,4,3,4,4,3,4
1100447,1,32,1,Old,Stay,4,4,4,5,5,4,4,4,3,4,4,5,3,3,3,5,4,4,4,3,3,4,3,3,4
1100448,2,30,1,Old,Stay,5,4,4,4,6,4,4,4,4,4,4,7,4,6,4,4,4,6,4,3,4,4,1,4,4
1100452,1,40,1,Old,Stay,4,3,3,4,4,3,2,2,4,4,4,5,1,5,2,3,3,4,4,1,1,3,4,3,4
1100453,1,30,1,Old,Stay,3,4,2,4,4,2,4,1,4,6,6,6,1,6,1,4,2,4,5,1,4,4,4,4,4
1100454,2,29,1,Old,Leave,2,5,3,4,5,2,3,2,4,3,5,4,5,4,4,3,4,4,4,1,2,3,2,3,4
1100455,2,35,1,Promote,Stay,4,2,3,4,4,3,4,2,2,4,4,4,4,4,2,4,2,4,5,2,2,3,4,4,4
1100456,2,29,1,Promote,Stay,7,6,3,4,4,3,4,4,4,5,5,6,4,5,5,5,5,4,7,5,4,4,4,4,4
1100457,2,24,1,Promote,Stay,4,4,2,2,2,3,4,1,2,2,4,4,4,2,2,1,2,4,4,1,3,4,4,4,4
1100458,2,24,1,Promote,Stay,4,6,3,5,5,3,4,3,5,6,6,6,4,5,1,4,4,4,4,1,3,4,4,3,4
1100459,2,34,1,Promote,Stay,2,4,3,4,5,3,3,1,3,5,5,5,4,5,1,3,3,4,4,3,3,3,4,4,4
1100460,2,37,1,Promote,Stay,5,5,5,4,4,4,4,4,4,5,5,4,5,5,4,4,6,5,5,4,4,4,4,4,4
1100461,2,34,1,Old,Stay,7,6,6,4,6,4,4,6,4,6,6,6,4,6,6,4,4,4,4,3,6,4,4,4,4
1100463,2,43,1,Promote,Stay,4,5,2,2,5,1,4,2,5,3,4,2,4,5,2,5,5,3,6,2,3,5,4,2,4
1100466,2,34,1,Promote,Leave,3,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,6,4,4,5,5,4,6
1100467,1,24,1,Promote,Stay,3,6,2,3,3,1,3,1,7,5,5,5,3,6,2,3,2,3,7,1,1,2,5,1,4
1100468,2,26,1,Promote,Stay,6,6,5,5,6,5,4,2,6,6,5,5,4,5,1,6,5,5,5,4,3,4,4,4,5
1100470,2,33,1,Promote,Stay,5,4,2,6,6,2,3,2,5,6,4,4,4,5,3,3,3,4,4,3,2,4,2,4,4
1100473,2,35,1,Old,Stay,3,5,4,5,6,4,4,2,4,6,4,4,4,5,3,3,4,4,6,4,2,4,4,4,4
1100474,1,40,1,Old,Stay,7,4,5,6,4,4,6,4,6,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4
1100476,2,38,1,Old,Stay,3,5,4,4,6,4,4,4,5,6,7,5,4,5,3,5,4,4,5,3,5,4,5,4,4
1100477,2,36,1,Old,Leave,7,5,5,5,4,3,4,2,5,5,5,5,4,6,4,3,4,4,4,3,3,3,4,4,3
1100478,2,37,1,Old,Stay,2,4,4,4,4,2,1,3,3,1,3,1,1,3,5,1,1,4,4,1,1,1,4,4,4
1100479,1,38,1,Old,Stay,6,5,3,4,6,2,3,2,5,6,6,6,2,5,3,4,6,4,5,2,3,4,4,2,4
1100482,2,26,1,Old,Stay,5,5,4,6,6,3,7,1,7,7,7,7,3,7,1,6,3,4,6,2,2,7,4,1,4
1100485,1,36,1,Old,Stay,5,4,2,4,2,4,4,2,2,6,6,6,6,6,2,4,2,6,6,6,4,6,4,1,4
1100486,2,44,1,Old,Stay,4,5,3,4,5,2,5,4,5,4,4,3,2,5,3,4,4,4,5,2,5,3,4,4,4
1100487,2,33,1,Old,Stay,1,4,2,3,5,1,3,1,4,3,5,4,1,3,1,2,2,4,4,1,4,2,4,3,3
1100488,2,31,1,Old,Stay,4,6,3,5,6,2,4,3,4,6,4,6,4,6,4,4,4,4,6,2,3,3,5,3,4
1100489,1,37,1,Old,Stay,6,3,2,4,4,4,5,3,4,4,4,4,4,7,4,4,2,5,6,4,4,6,2,1,4
1100490,1,38,1,Old,Stay,8,6,4,4,4,4,4,4,4,4,5,4,4,6,4,4,4,4,6,4,4,6,4,4,4
1100492,1,51,1,Old,Leave,4,5,4,4,4,3,3,3,5,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4
1100493,1,48,1,Old,Stay,1,5,3,5,5,3,3,2,4,3,5,5,4,5,3,3,4,4,4,3,3,4,4,3,4
1100494,1,43,1,Old,Stay,2,6,2,3,5,2,3,2,5,3,5,5,5,5,2,5,5,3,6,2,3,2,5,2,5
1100495,2,34,1,Old,Stay,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1100496,2,24,1,Old,Stay,3,6,2,6,6,3,4,2,4,6,4,4,4,6,1,4,4,4,4,2,2,3,4,4,4
1100497,2,29,1,Old,Leave,3,4,2,4,5,3,4,2,4,5,5,5,4,4,2,4,5,5,4,3,3,4,4,4,3
1100501,2,35,1,Old,Stay,7,7,3,6,6,2,6,3,6,6,6,6,5,7,2,5,5,5,7,2,5,2,2,1,6
1100502,2,23,1,New,Stay,3,4,2,4,4,3,4,1,1,4,6,2,3,4,3,2,4,4,4,3,4,4,2,4,3
1100503,2,23,1,New,Leave,1,5,2,4,4,2,2,1,2,5,5,5,4,1,1,4,3,3,4,1,1,4,3,2,4
1100504,1,23,1,New,Leave,8,7,6,5,5,4,4,4,5,6,6,5,5,6,4,5,6,6,6,4,4,4,5,5,6
1100505,2,24,1,New,Stay,5,5,3,5,4,3,6,4,5,6,5,5,3,6,4,4,5,4,5,2,3,3,5,4,5
1100506,2,22,1,New,Stay,3,4,3,4,4,2,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,4,3
1100507,2,24,1,New,Stay,5,4,4,4,5,3,3,3,3,4,4,5,4,5,4,4,4,5,4,3,3,4,4,4,4
1100508,2,25,1,New,Stay,3,4,4,4,4,2,4,3,4,3,4,4,4,5,4,4,3,4,4,1,3,6,4,4,4
1100509,2,23,1,New,Stay,8,7,6,3,6,3,5,2,5,6,6,6,3,6,2,4,3,6,7,3,3,3,5,2,5
1100510,2,23,1,New,Leave,5,5,1,5,6,1,6,2,5,6,6,4,4,6,2,1,4,4,5,1,4,4,4,2,4
1100511,1,25,1,New,Stay,3,3,5,4,3,2,3,5,2,2,3,5,2,3,5,3,3,4,4,2,3,3,4,3,4
1100512,2,23,1,New,Leave,2,6,1,6,6,6,2,1,2,7,7,7,2,2,1,7,6,2,6,6,1,3,6,2,7
1100513,2,23,1,New,Leave,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1100514,2,23,1,New,Stay,2,5,3,2,4,1,4,4,4,4,4,4,3,4,4,3,2,3,4,2,3,4,2,3,4
1100516,1,23,1,New,Stay,5,6,6,4,4,3,3,4,4,5,4,4,4,4,5,4,4,4,5,3,4,4,4,4,4
1100518,2,23,1,New,Leave,5,4,4,4,4,4,3,3,4,4,4,4,3,4,2,3,4,4,5,4,3,4,4,4,4
1100519,2,24,1,New,Stay,2,5,2,5,6,2,4,4,4,5,5,4,4,4,1,4,4,5,5,1,2,3,4,5,4
1100520,2,23,1,New,Stay,2,6,2,4,4,3,4,1,3,3,5,5,3,5,3,5,4,4,5,2,1,2,4,4,4
1100522,1,23,1,New,Stay,4,5,4,4,4,3,3,2,4,4,5,4,4,6,2,4,3,4,7,2,2,6,4,4,4
1100523,2,23,1,New,Leave,5,5,4,4,6,2,4,4,6,4,5,5,4,5,4,4,4,4,4,1,4,5,6,3,4
1100524,1,23,1,New,Stay,5,5,4,4,6,4,4,4,5,6,6,6,4,5,4,4,5,4,4,3,4,4,4,4,4
1100526,2,23,1,New,Leave,0,1,2,4,4,4,4,4,2,1,1,4,1,1,3,4,1,4,4,1,2,2,1,1,1
1100528,2,23,1,New,Stay,2,4,3,3,4,4,4,4,4,3,4,3,3,3,2,2,1,4,4,1,2,2,3,2,3
1100530,2,23,1,New,Leave,5,6,4,5,6,3,4,3,5,5,6,5,4,5,2,5,4,5,6,2,5,5,4,2,4
1100531,2,23,1,New,Stay,5,7,1,4,6,4,5,1,6,4,4,4,3,5,1,3,3,4,6,4,3,4,1,3,1
1100532,2,25,1,New,Stay,3,5,2,4,4,2,4,2,3,4,5,3,2,5,1,1,5,4,5,4,4,4,4,4,2
1100533,2,25,1,New,Leave,6,6,4,4,5,4,5,3,6,6,6,4,6,6,4,3,4,5,5,4,3,4,4,3,5
1100534,2,21,1,New,Stay,7,6,4,4,6,3,4,4,4,6,4,4,4,6,4,4,5,4,5,2,4,4,4,4,4
1100536,2,36,1,Old,Stay,4,4,2,3,4,2,4,4,2,4,3,4,3,3,3,4,5,5,6,5,5,2,6,6,4
1100537,2,33,1,Old,Leave,0,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4
1100538,2,37,1,Old,Leave,6,4,4,4,5,3,4,4,4,4,4,5,4,5,4,3,4,4,4,2,4,4,4,4,3
1100540,2,27,1,Promote,Stay,5,5,2,6,4,3,4,2,5,3,5,4,3,5,4,4,5,4,5,1,3,4,4,4,4
1100541,2,27,1,Promote,Stay,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4
1100542,2,25,1,Promote,Stay,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,2,4,4,5,4,4
1100543,2,29,1,Promote,Leave,2,6,2,4,5,1,4,4,4,5,7,4,2,4,2,2,4,4,6,1,4,3,4,3,4
1100545,2,37,1,Promote,Leave,4,6,6,4,4,2,4,2,4,5,4,4,4,4,2,4,5,4,4,2,2,2,5,4,4
1100546,2,27,1,Promote,Stay,4,6,5,4,5,3,4,4,5,4,4,4,4,5,3,4,5,4,5,3,4,3,4,4,4
1100547,1,38,1,Promote,Stay,6,6,3,5,7,2,7,3,5,4,5,6,3,5,1,2,4,4,4,3,3,3,1,4,4
1100548,2,34,1,Promote,Stay,3,5,2,4,4,2,3,2,5,4,5,4,2,5,2,4,2,4,5,2,2,2,4,3,3
1100549,2,28,1,Promote,Stay,6,5,6,5,4,3,6,4,6,6,6,6,4,6,3,3,6,5,7,2,4,3,6,4,5
1100550,1,38,1,Old,Leave,2,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,2,4,4,2,4,3,4,4,4
1100551,1,42,1,Old,Leave,1,4,2,3,1,3,4,1,1,2,3,4,1,1,1,2,2,4,4,1,4,3,4,1,4
1100552,1,38,1,Old,Leave,3,4,3,4,6,1,2,1,3,5,5,4,4,5,2,4,5,4,6,2,1,4,2,2,4
1100553,2,31,1,Old,Leave,2,4,3,6,6,1,3,1,6,4,4,4,2,6,3,4,4,4,6,2,1,2,2,4,4
1100554,2,36,1,Old,Leave,4,6,3,2,4,4,3,2,3,6,6,6,3,5,2,3,3,6,7,4,3,6,6,3,4
1100557,2,39,1,Old,Stay,4,4,5,3,3,1,5,3,2,4,4,4,2,3,3,4,3,2,5,2,3,3,4,3,4
1100558,2,43,1,Old,Stay,1,2,2,2,5,2,4,2,3,5,5,5,3,3,1,3,2,3,5,1,2,2,3,1,4
1100560,1,34,0,Old,Stay,5,5,3,3,4,3,3,3,4,3,4,4,4,5,3,4,5,3,5,4,3,3,3,2,4
1100561,2,26,0,Old,Leave,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,5,3,4,4,4,4,5
1100564,1,36,0,Old,Stay,3,5,3,5,5,3,3,3,3,5,5,5,3,5,3,5,3,4,5,3,4,4,3,3,4
1100565,2,24,0,Old,Stay,5,5,6,5,4,3,4,5,5,2,3,3,3,4,5,5,3,4,5,2,2,4,3,3,4
1100566,1,39,0,Old,Stay,6,7,5,4,3,2,4,4,6,6,5,4,5,5,2,6,7,5,6,1,4,5,4,4,5
1100568,1,53,0,Old,Stay,5,6,5,4,5,3,4,3,6,7,7,7,4,4,4,2,4,4,4,2,2,4,4,4,4
1100569,2,43,0,Old,Leave,4,3,2,4,4,4,1,1,4,4,4,4,4,4,4,4,2,4,4,3,1,1,4,4,4
1100570,1,40,0,Old,Stay,8,6,5,6,7,4,3,4,6,6,6,6,4,6,4,4,6,4,6,6,4,6,6,6,6
1100572,2,21,0,Old,Leave,5,4,5,4,4,2,5,4,5,5,4,4,4,5,4,4,5,4,5,2,4,4,5,4,4
1100573,2,24,0,Old,Stay,2,4,4,3,4,2,3,3,3,4,4,4,3,3,4,4,3,3,5,2,3,4,4,4,4
1100574,1,32,0,Old,Stay,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
1100576,2,48,0,Old,Stay,2,5,2,5,5,4,3,1,4,4,4,4,4,4,2,4,4,4,4,2,2,4,3,4,4
1100579,1,36,0,Old,Stay,5,5,4,4,6,3,4,4,5,6,6,6,4,5,4,5,4,4,4,3,4,3,5,4,4
1100582,2,28,0,Old,Leave,4,6,6,6,4,2,4,3,6,5,4,4,4,5,4,4,5,5,6,1,3,5,4,3,5
1100583,2,26,0,Old,Leave,5,4,3,5,4,2,4,3,4,6,5,4,3,5,4,3,4,4,5,3,4,3,4,4,4
1100589,2,34,0,Promote,Leave,3,6,4,4,3,1,4,3,5,3,4,4,4,4,5,2,3,4,5,1,2,3,4,2,4
1100590,2,26,0,Promote,Stay,1,4,2,4,4,4,2,1,2,4,4,4,4,3,2,4,2,4,4,4,2,4,4,4,4
1100592,2,27,0,Promote,Stay,7,6,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
1100593,2,31,0,Promote,Stay,3,4,4,4,4,5,4,3,4,3,5,4,4,5,3,4,3,4,5,3,3,3,4,3,4
1100594,2,25,0,Promote,Stay,1,6,2,4,4,4,4,4,2,3,3,4,4,3,4,4,3,4,5,4,4,3,2,4,4
1100595,2,30,0,Promote,Stay,2,4,2,4,4,4,1,2,1,2,4,4,1,4,1,4,2,5,6,1,1,3,2,5,2
1100596,2,29,0,Promote,Stay,3,7,3,6,5,4,6,1,6,6,6,6,2,6,2,4,6,5,6,3,1,6,4,3,4
1100597,2,25,0,Promote,Stay,3,6,3,3,4,5,1,1,6,6,5,4,4,7,2,6,5,6,6,4,1,4,1,1,1
1100598,2,28,0,Promote,Stay,0,4,4,4,4,4,4,3,4,2,3,4,3,4,1,2,3,4,4,2,2,4,4,4,4
1100599,2,25,0,Promote,Stay,4,6,3,3,3,4,4,3,4,4,4,4,4,4,2,4,3,4,3,3,3,4,3,4,4
1100602,1,48,0,Old,Leave,2,2,2,2,3,2,3,4,2,3,4,4,4,2,2,4,2,4,2,3,2,3,4,1,4
1100603,2,28,0,Old,Stay,0,5,1,4,4,1,2,1,2,3,5,4,3,5,2,4,4,4,4,1,1,5,4,2,4
1100605,1,33,0,Old,Stay,2,3,2,4,5,3,3,2,2,6,6,5,3,5,1,4,3,4,5,3,2,3,3,3,4
1100606,2,37,0,Old,Stay,7,5,4,4,5,3,3,3,4,4,5,4,3,5,2,4,3,4,5,3,3,4,3,3,4
1100607,1,35,0,Old,Leave,4,4,5,4,5,3,4,3,4,4,4,4,4,4,3,4,4,4,5,3,3,4,4,3,4
1100609,1,30,0,Old,Stay,2,3,1,3,3,2,2,1,5,3,2,4,2,3,1,3,1,2,3,1,1,1,2,1,4
1100610,2,45,0,Old,Leave,3,6,2,3,4,1,4,3,3,2,7,4,4,6,2,4,3,5,5,1,2,5,4,4,4
1100611,2,38,0,Old,Leave,1,2,2,2,3,1,1,1,2,2,6,4,4,2,1,5,3,4,4,1,1,1,1,4,4
1100613,1,45,0,Old,Stay,3,4,3,4,7,4,4,3,3,4,7,4,2,6,1,4,3,4,4,2,4,6,4,2,4
1100616,2,33,0,Old,Stay,0,4,1,4,2,7,1,4,4,1,4,4,4,7,1,1,4,1,4,1,4,7,4,1,4
1100618,1,40,0,Old,Stay,5,4,3,4,5,2,2,2,2,5,5,5,3,3,2,4,2,4,4,1,1,1,4,4,4
1100619,1,30,0,Old,Stay,3,4,3,4,4,3,3,4,3,4,4,4,3,3,4,3,3,3,4,3,4,3,4,3,4
1100620,2,37,0,Old,Stay,3,4,2,2,4,1,4,2,4,4,4,4,2,4,1,2,4,4,4,2,3,2,4,4,4
1100621,1,34,0,Old,Stay,0,4,2,4,4,2,4,2,4,4,4,4,4,4,2,4,2,4,4,2,1,1,4,1,4
1100623,2,33,0,Old,Stay,2,3,2,3,4,2,3,2,4,2,2,2,1,2,3,1,1,4,4,4,1,2,4,2,4
1100624,1,29,0,Old,Stay,4,4,3,3,4,3,3,2,3,4,4,4,5,3,1,4,6,4,4,1,4,4,3,3,4
